"","Chestnut_contig","gene_number"
"4046","contig0004299",4
"4047","contig0004300",3
"4048","contig0004301",2
"4049","contig0004302",3
"4050","contig0004303",4
"4051","contig0004304",2
"4052","contig0004305",7
"4053","contig0004306",2
"4054","contig0004307",3
"4055","contig0004308",7
"4056","contig0004310",4
"4057","contig0004311",2
"4058","contig0004312",5
"4059","contig0004313",1
"4060","contig0004314",7
"4061","contig0004315",5
"4062","contig0004316",1
"4063","contig0004317",2
"4064","contig0004318",1
"4065","contig0004319",3
"4066","contig0004320",6
"4067","contig0004321",2
"4068","contig0004322",2
"4069","contig0004323",6
"4070","contig0004324",1
"4071","contig0004325",2
"4072","contig0004326",3
"4073","contig0004327",1
"4074","contig0004328",4
"4075","contig0004329",5
"4076","contig0004330",5
"4077","contig0004331",5
"4078","contig0004332",5
"4079","contig0004333",3
"4080","contig0004334",2
"4081","contig0004335",3
"4082","contig0004336",1
"4083","contig0004337",1
"4084","contig0004338",6
"4085","contig0004339",5
"4086","contig0004340",4
"4087","contig0004341",2
"4088","contig0004342",6
"4089","contig0004343",1
"4090","contig0004344",4
"4091","contig0004345",5
"4092","contig0004346",6
"4093","contig0004348",4
"4094","contig0004349",1
"4095","contig0004350",1
"4096","contig0004351",6
"4097","contig0004352",4
"4098","contig0004353",2
"4099","contig0004354",4
"4100","contig0004355",6
"4101","contig0004356",3
"4102","contig0004358",4
"4103","contig0004359",7
"4104","contig0004361",5
"4105","contig0004362",8
"4106","contig0004363",1
"4107","contig0004364",4
"4108","contig0004365",5
"4109","contig0004366",2
"4110","contig0004367",1
"4111","contig0004368",3
"4112","contig0004369",3
"4113","contig0004370",4
"4114","contig0004371",5
"4115","contig0004372",2
"4116","contig0004373",2
"4117","contig0004374",3
"4118","contig0004375",3
"4119","contig0004376",2
"4120","contig0004377",4
"4121","contig0004378",4
"4122","contig0004379",3
"4123","contig0004380",6
"4124","contig0004381",4
"4125","contig0004382",2
"4126","contig0004383",4
"4127","contig0004384",1
"4128","contig0004385",11
"4129","contig0004386",5
"4130","contig0004387",3
"4131","contig0004388",6
"4132","contig0004389",7
"4133","contig0004390",4
"4134","contig0004391",10
"4135","contig0004392",8
"4136","contig0004393",4
"4137","contig0004394",1
"4138","contig0004395",4
"4139","contig0004396",1
"4140","contig0004398",6
"4141","contig0004399",2
"4142","contig0004400",1
"4143","contig0004401",6
"4144","contig0004402",2
"4145","contig0004403",2
"4146","contig0004404",3
"4147","contig0004405",2
"4148","contig0004406",6
"4149","contig0004407",2
"4150","contig0004408",5
"4151","contig0004409",3
"4152","contig0004410",2
"4153","contig0004411",2
"4154","contig0004412",6
"4155","contig0004413",2
"4156","contig0004414",4
"4157","contig0004416",7
"4158","contig0004417",5
"4159","contig0004418",2
"4160","contig0004419",5
"4161","contig0004420",4
"4162","contig0004421",3
"4163","contig0004422",4
"4164","contig0004423",5
"4165","contig0004424",2
"4166","contig0004425",8
"4167","contig0004426",3
"4168","contig0004427",3
"4169","contig0004428",5
"4170","contig0004429",5
"4171","contig0004430",3
"4172","contig0004431",3
"4173","contig0004433",3
"4174","contig0004435",3
"4175","contig0004436",6
"4176","contig0004437",7
"4177","contig0004438",3
"4178","contig0004439",4
"4179","contig0004440",4
"4180","contig0004442",7
"4181","contig0004443",2
"4182","contig0004444",1
"4183","contig0004445",3
"4184","contig0004446",10
"4185","contig0004447",1
"4186","contig0004448",1
"4187","contig0004449",4
"4188","contig0004450",4
"4189","contig0004451",1
"4190","contig0004452",4
"4191","contig0004453",5
"4192","contig0004454",4
"4193","contig0004455",4
"4194","contig0004456",4
"4195","contig0004457",2
"4196","contig0004458",1
"4197","contig0004459",1
"4198","contig0004460",8
"4199","contig0004461",6
"4200","contig0004462",4
"4201","contig0004463",2
"4202","contig0004464",3
"4203","contig0004465",3
"4204","contig0004466",8
"4205","contig0004467",3
"4206","contig0004468",4
"4207","contig0004469",6
"4208","contig0004470",3
"4209","contig0004471",3
"4210","contig0004472",5
"4211","contig0004473",4
"4212","contig0004474",8
"4213","contig0004475",3
"4214","contig0004476",3
"4215","contig0004477",4
"4216","contig0004478",7
"4217","contig0004479",4
"4218","contig0004480",7
"4219","contig0004481",1
"4220","contig0004483",1
"4221","contig0004484",3
"4222","contig0004485",1
"4223","contig0004486",4
"4224","contig0004487",2
"4225","contig0004488",3
"4226","contig0004489",1
"4227","contig0004490",6
"4228","contig0004491",7
"4229","contig0004492",4
"4230","contig0004493",6
"4231","contig0004494",3
"4232","contig0004495",5
"4233","contig0004496",2
"4234","contig0004497",5
"4235","contig0004498",2
"4236","contig0004499",6
"4237","contig0004500",5
"4238","contig0004501",2
"4239","contig0004502",3
"4240","contig0004503",2
"4241","contig0004504",1
"4242","contig0004505",8
"4243","contig0004506",1
"4244","contig0004507",4
"4245","contig0004508",5
"4246","contig0004509",7
"4247","contig0004510",2
"4248","contig0004511",3
"4249","contig0004512",6
"4250","contig0004514",8
"4251","contig0004515",6
"4252","contig0004516",4
"4253","contig0004517",7
"4254","contig0004518",1
"4255","contig0004519",3
"4256","contig0004520",2
"4257","contig0004521",3
"4258","contig0004522",3
"4259","contig0004523",3
"4260","contig0004524",8
"4261","contig0004525",2
"4262","contig0004526",1
"4263","contig0004527",2
"4264","contig0004528",4
"4265","contig0004529",2
"4266","contig0004530",3
"4267","contig0004531",4
"4268","contig0004532",4
"4269","contig0004533",6
"4270","contig0004534",3
"4271","contig0004535",4
"4272","contig0004536",7
"4273","contig0004537",4
"4274","contig0004538",2
"4275","contig0004539",5
"4276","contig0004540",4
"4277","contig0004541",5
"4278","contig0004542",2
"4279","contig0004543",2
"4280","contig0004544",5
"4281","contig0004545",6
"4282","contig0004546",1
"4283","contig0004547",3
"4284","contig0004548",7
"4285","contig0004549",2
"4286","contig0004550",3
"4287","contig0004551",3
"4288","contig0004552",4
"4289","contig0004553",6
"4290","contig0004554",6
"4291","contig0004555",5
"4292","contig0004556",9
"4293","contig0004557",5
"4294","contig0004559",2
"4295","contig0004560",12
"4296","contig0004561",6
"4297","contig0004562",6
"4298","contig0004563",1
"4299","contig0004564",5
"4300","contig0004565",1
"4301","contig0004567",3
"4302","contig0004568",7
"4303","contig0004569",4
"4304","contig0004570",10
"4305","contig0004571",2
"4306","contig0004572",3
"4307","contig0004573",1
"4308","contig0004574",1
"4309","contig0004575",4
"4310","contig0004576",3
"4311","contig0004577",7
"4312","contig0004578",5
"4313","contig0004579",2
"4314","contig0004580",6
"4315","contig0004581",4
"4316","contig0004582",3
"4317","contig0004583",1
"4318","contig0004584",1
"4319","contig0004585",2
"4320","contig0004586",8
"4321","contig0004587",3
"4322","contig0004588",4
"4323","contig0004589",4
"4324","contig0004590",1
"4325","contig0004591",7
"4326","contig0004592",3
"4327","contig0004593",2
"4328","contig0004594",1
"4329","contig0004595",7
"4330","contig0004596",3
"4331","contig0004597",3
"4332","contig0004598",2
"4333","contig0004599",4
"4334","contig0004600",1
"4335","contig0004601",2
"4336","contig0004602",2
"4337","contig0004603",6
"4338","contig0004604",2
"4339","contig0004605",5
"4340","contig0004606",5
"4341","contig0004607",3
"4342","contig0004608",3
"4343","contig0004609",5
"4344","contig0004610",1
"4345","contig0004611",3
"4346","contig0004612",5
"4347","contig0004613",4
"4348","contig0004614",2
"4349","contig0004615",3
"4350","contig0004616",4
"4351","contig0004617",1
"4352","contig0004618",2
"4353","contig0004619",5
"4354","contig0004620",4
"4355","contig0004621",4
"4356","contig0004622",4
"4357","contig0004623",3
"4358","contig0004624",4
"4359","contig0004625",6
"4360","contig0004626",1
"4361","contig0004627",2
"4362","contig0004628",3
"4363","contig0004629",5
"4364","contig0004630",4
"4365","contig0004631",5
"4366","contig0004632",3
"4367","contig0004633",2
"4368","contig0004634",1
"4369","contig0004635",1
"4370","contig0004636",2
"4371","contig0004637",4
"4372","contig0004639",4
"4373","contig0004640",2
"4374","contig0004641",6
"4375","contig0004642",4
"4376","contig0004643",2
"4377","contig0004645",2
"4378","contig0004646",2
"4379","contig0004647",6
"4380","contig0004648",5
"4381","contig0004649",4
"4382","contig0004650",3
"4383","contig0004651",3
"4384","contig0004652",4
"4385","contig0004653",4
"4386","contig0004654",5
"4387","contig0004655",5
"4388","contig0004656",2
"4389","contig0004657",3
"4390","contig0004658",7
"4391","contig0004659",4
"4392","contig0004660",3
"4393","contig0004661",6
"4394","contig0004662",4
"4395","contig0004663",3
"4396","contig0004664",3
"4397","contig0004665",3
"4398","contig0004666",3
"4399","contig0004667",3
"4400","contig0004668",4
"4401","contig0004669",3
"4402","contig0004670",5
"4403","contig0004671",2
"4404","contig0004672",4
"4405","contig0004673",3
"4406","contig0004674",2
"4407","contig0004675",6
"4408","contig0004676",7
"4409","contig0004677",1
"4410","contig0004678",1
"4411","contig0004679",2
"4412","contig0004680",3
"4413","contig0004681",1
"4414","contig0004682",3
"4415","contig0004683",2
"4416","contig0004684",6
"4417","contig0004685",3
"4418","contig0004686",5
"4419","contig0004687",3
"4420","contig0004688",5
"4421","contig0004689",2
"4422","contig0004690",7
"4423","contig0004691",4
"4424","contig0004692",3
"4425","contig0004693",9
"4426","contig0004694",1
"4427","contig0004695",3
"4428","contig0004696",6
"4429","contig0004697",2
"4430","contig0004698",1
"4431","contig0004699",3
"4432","contig0004700",1
"4433","contig0004701",2
"4434","contig0004702",3
"4435","contig0004703",10
"4436","contig0004704",2
"4437","contig0004705",2
"4438","contig0004706",1
"4439","contig0004707",2
"4440","contig0004708",5
"4441","contig0004709",4
"4442","contig0004710",4
"4443","contig0004711",5
"4444","contig0004712",6
"4445","contig0004713",3
"4446","contig0004714",8
"4447","contig0004715",4
"4448","contig0004716",4
"4449","contig0004717",1
"4450","contig0004718",1
"4451","contig0004719",2
"4452","contig0004720",1
"4453","contig0004721",1
"4454","contig0004722",5
"4455","contig0004723",3
"4456","contig0004724",4
"4457","contig0004725",6
"4458","contig0004726",2
"4459","contig0004727",1
"4460","contig0004728",1
"4461","contig0004731",4
"4462","contig0004732",3
"4463","contig0004733",6
"4464","contig0004734",8
"4465","contig0004735",4
"4466","contig0004736",7
"4467","contig0004737",4
"4468","contig0004738",2
"4469","contig0004739",4
"4470","contig0004740",3
"4471","contig0004741",3
"4472","contig0004742",3
"4473","contig0004743",5
"4474","contig0004744",4
"4475","contig0004745",7
"4476","contig0004746",7
"4477","contig0004747",3
"4478","contig0004748",4
"4479","contig0004749",3
"4480","contig0004750",2
"4481","contig0004751",2
"4482","contig0004752",3
"4483","contig0004753",1
"4484","contig0004754",5
"4485","contig0004755",2
"4486","contig0004756",3
"4487","contig0004757",1
"4488","contig0004758",2
"4489","contig0004759",3
"4490","contig0004760",2
"4491","contig0004761",7
"4492","contig0004762",5
"4493","contig0004763",4
"4494","contig0004764",3
"4495","contig0004765",2
"4496","contig0004766",7
"4497","contig0004767",1
"4498","contig0004768",3
"4499","contig0004769",1
"4500","contig0004770",6
"4501","contig0004771",3
"4502","contig0004772",4
"4503","contig0004773",3
"4504","contig0004774",2
"4505","contig0004775",4
"4506","contig0004776",4
"4507","contig0004777",3
"4508","contig0004778",1
"4509","contig0004779",3
"4510","contig0004780",7
"4511","contig0004781",2
"4512","contig0004782",2
"4513","contig0004783",3
"4514","contig0004784",2
"4515","contig0004785",1
"4516","contig0004786",3
"4517","contig0004787",5
"4518","contig0004788",6
"4519","contig0004789",5
"4520","contig0004790",5
"4521","contig0004791",2
"4522","contig0004792",5
"4523","contig0004793",6
"4524","contig0004794",2
"4525","contig0004795",7
"4526","contig0004796",3
"4527","contig0004797",7
"4528","contig0004798",4
"4529","contig0004799",4
"4530","contig0004800",2
"4531","contig0004801",2
"4532","contig0004802",4
"4533","contig0004803",1
"4534","contig0004804",2
"4535","contig0004805",2
"4536","contig0004806",2
"4537","contig0004807",1
"4538","contig0004808",2
"4539","contig0004809",4
"4540","contig0004810",4
"4541","contig0004811",4
"4542","contig0004812",4
"4543","contig0004813",4
"4544","contig0004815",6
"4545","contig0004816",8
"4546","contig0004817",2
"4547","contig0004818",6
"4548","contig0004819",3
"4549","contig0004820",5
"4550","contig0004821",5
"4551","contig0004822",2
"4552","contig0004823",4
"4553","contig0004824",3
"4554","contig0004825",6
"4555","contig0004826",4
"4556","contig0004827",5
"4557","contig0004828",2
"4558","contig0004829",3
"4559","contig0004830",6
"4560","contig0004831",4
"4561","contig0004832",5
"4562","contig0004833",3
"4563","contig0004834",2
"4564","contig0004835",2
"4565","contig0004836",4
"4566","contig0004837",6
"4567","contig0004838",1
"4568","contig0004839",4
"4569","contig0004840",1
"4570","contig0004841",4
"4571","contig0004842",2
"4572","contig0004843",5
"4573","contig0004844",4
"4574","contig0004845",4
"4575","contig0004846",3
"4576","contig0004847",8
"4577","contig0004848",9
"4578","contig0004849",2
"4579","contig0004851",3
"4580","contig0004852",2
"4581","contig0004853",6
"4582","contig0004854",5
"4583","contig0004855",2
"4584","contig0004856",2
"4585","contig0004857",5
"4586","contig0004858",6
"4587","contig0004859",4
"4588","contig0004860",3
"4589","contig0004861",2
"4590","contig0004862",4
"4591","contig0004863",2
"4592","contig0004864",3
"4593","contig0004865",1
"4594","contig0004866",5
"4595","contig0004867",3
"4596","contig0004868",5
"4597","contig0004869",5
"4598","contig0004870",5
"4599","contig0004871",6
"4600","contig0004872",1
"4601","contig0004873",3
"4602","contig0004874",3
"4603","contig0004875",3
"4604","contig0004876",1
"4605","contig0004877",3
"4606","contig0004878",4
"4607","contig0004879",4
"4608","contig0004880",5
"4609","contig0004881",2
"4610","contig0004882",6
"4611","contig0004883",3
"4612","contig0004884",7
"4613","contig0004885",4
"4614","contig0004886",1
"4615","contig0004887",3
"4616","contig0004888",5
"4617","contig0004889",3
"4618","contig0004890",6
"4619","contig0004891",2
"4620","contig0004892",1
"4621","contig0004893",4
"4622","contig0004894",1
"4623","contig0004895",5
"4624","contig0004896",2
"4625","contig0004897",7
"4626","contig0004898",4
"4627","contig0004899",4
"4628","contig0004900",4
"4629","contig0004901",2
"4630","contig0004902",9
"4631","contig0004903",2
"4632","contig0004904",5
"4633","contig0004905",2
"4634","contig0004906",5
"4635","contig0004907",5
"4636","contig0004908",3
"4637","contig0004910",3
"4638","contig0004911",4
"4639","contig0004912",3
"4640","contig0004913",2
"4641","contig0004914",2
"4642","contig0004915",2
"4643","contig0004916",5
"4644","contig0004917",2
"4645","contig0004918",3
"4646","contig0004919",2
"4647","contig0004920",5
"4648","contig0004921",3
"4649","contig0004922",3
"4650","contig0004923",1
"4651","contig0004924",3
"4652","contig0004925",6
"4653","contig0004926",3
"4654","contig0004927",2
"4655","contig0004928",5
"4656","contig0004929",6
"4657","contig0004930",4
"4658","contig0004931",2
"4659","contig0004933",3
"4660","contig0004934",4
"4661","contig0004935",4
"4662","contig0004936",4
"4663","contig0004937",14
"4664","contig0004938",2
"4665","contig0004939",2
"4666","contig0004940",3
"4667","contig0004941",2
"4668","contig0004942",1
"4669","contig0004943",6
"4670","contig0004944",3
"4671","contig0004945",3
"4672","contig0004947",2
"4673","contig0004948",4
"4674","contig0004949",3
"4675","contig0004950",3
"4676","contig0004951",5
"4677","contig0004952",2
"4678","contig0004953",4
"4679","contig0004954",1
